Kollokator,Freq,Freq_Koll,PMI,t-Score,G2,MI3
jude,102,438,8.1115,10.063,973.6529,21.4563
juden,97,1077,6.7409,9.7568,726.9275,19.9408
kaufen,72,273,8.291,8.4582,706.9269,20.6309
nie,76,497,7.5047,8.6698,654.0001,20.0005
gebot,49,84,9.4362,6.9899,580.7445,20.6656
deutschen,57,1267,5.7395,7.4085,345.4552,17.4053
deutsche,49,971,5.9052,6.8832,308.1516,17.1346
jüdischen,41,453,6.748,6.3436,306.7416,17.4631
jüdische,37,299,7.1993,6.0414,301.0458,17.6182
rasse,24,102,8.1264,4.8814,228.8887,17.2963
staatsbürger,18,33,9.3394,4.2361,209.5513,17.6792
geschäfte,23,130,7.715,4.773,204.719,16.7622
volk,32,908,5.3873,5.5217,178.0035,15.3873
christen,19,99,7.8324,4.3398,172.4882,16.3283
glaubens,15,35,8.9914,3.8654,164.7122,16.8052
berliner,21,247,6.6578,4.5372,154.2181,15.4424
sei,28,862,5.2696,5.1543,151.1763,14.8844
römisch,12,19,9.5509,3.4595,144.9747,16.7208
presse,25,644,5.5268,4.8915,143.8138,14.8145
deutscher,19,209,6.7544,4.3185,142.155,15.2503
zeitung,22,519,5.6537,4.5972,130.4016,14.5725
hugo,13,53,8.1864,3.5932,125.1559,15.5872
warenhäuser,14,78,7.7358,3.7241,125.0024,15.3505
deutschland,22,598,5.4493,4.5831,124.1728,14.3681
geld,21,508,5.6175,4.4892,123.4102,14.4021
herr,27,1269,4.6592,4.9905,123.341,14.169
richter,16,159,6.901,3.9665,123.0785,14.901
dur,21,552,5.4976,4.4811,119.9239,14.2823
hilferding,13,77,7.6475,3.5876,114.3277,15.0484
berlin,19,462,5.61,4.2697,111.4454,14.1059
niemals,14,133,6.9659,3.7117,109.0026,14.5806
firmen,13,94,7.3597,3.5836,108.7265,14.7606
ganz,23,1023,4.7388,4.6162,107.5016,13.7859
geschäften,12,67,7.7327,3.4478,107.079,14.9026
einfluss,12,76,7.5509,3.4456,103.7818,14.7208
namen,16,294,6.0142,3.9381,102.8549,14.0142
steht,18,480,5.4769,4.1474,102.2542,13.8167
kapitalismus,9,22,8.9243,2.9938,97.7221,15.2642
marx,9,23,8.8602,2.9935,96.7018,15.2
sozialismus,9,23,8.8602,2.9935,96.7018,15.2
firma,15,275,6.0174,3.8132,96.4895,13.8312
seite,20,835,4.8301,4.3149,95.9276,13.474
arbeiter,17,480,5.3944,4.0251,94.6317,13.5693
mark,21,1068,4.5455,4.3863,92.6726,13.3301
cohn,9,31,8.4296,2.9913,90.153,14.7694
stadt,30,3230,3.4634,4.9807,90.014,13.2772
wächter,24,1807,3.9794,4.5884,87.9299,13.1493
heute,19,873,4.6919,4.1903,87.5748,13.1878
laufenberg,5,1,12.5358,2.2357,86.9015,17.1796
profitgier,7,11,9.5618,2.6423,84.7217,15.1765
geist,12,169,6.3979,3.423,83.6276,13.5678
jahre,17,673,4.9068,3.9857,83.2878,13.0818
zeit,20,1177,4.3349,4.2505,82.6265,12.9787
geschäft,13,261,5.8864,3.5446,81.2261,13.2873
welt,14,365,5.5094,3.6595,80.1396,13.1241
fränkel,5,2,11.5358,2.2353,79.97,16.1796
dominiert,6,7,9.9914,2.4471,79.231,15.1614
heisst,13,285,5.7595,3.539,78.9228,13.1603
christ,8,31,8.2596,2.8192,77.9363,14.2596
christi,7,16,9.0212,2.6407,77.2207,14.6359
bürger,14,411,5.3382,3.6492,76.8316,12.9529
wegen,15,535,5.0573,3.7567,76.5512,12.8711
staat,15,550,5.0174,3.7534,75.7351,12.8312
dabei,13,333,5.5349,3.5278,74.8683,12.9358
geburt,8,37,8.0044,2.8174,74.7161,14.0044
dex,16,721,4.72,3.8482,74.3346,12.72
geht,15,592,4.9113,3.7443,73.5682,12.7251
lassen,16,741,4.6805,3.844,73.4828,12.6805
ehrlich,9,75,7.1549,2.9789,72.5394,13.4948
gut,15,614,4.8586,3.7395,72.4966,12.6724
wären,10,123,6.5933,3.1295,72.4681,13.2371
internationale,9,76,7.1358,2.9787,72.2872,13.4757
macht,14,493,5.0757,3.6307,71.7943,12.6905
abstammung,6,10,9.4769,2.4461,71.5174,14.6468
sehen,13,385,5.3256,3.5156,71.1125,12.7264
jüdisches,7,23,8.4976,2.6384,70.8953,14.1123
seien,11,201,6.0222,3.2656,70.8154,12.9411
glauben,12,292,5.609,3.3931,70.3364,12.7789
echt,7,24,8.4362,2.6381,70.1896,14.0509
schreibt,11,229,5.8341,3.2585,67.9169,12.7529
hände,9,96,6.7988,2.9731,67.8766,13.1386
wolfheim,4,1,12.2138,1.9996,67.7344,16.2138
völker,9,97,6.7838,2.9728,67.6825,13.1237
gehört,11,235,5.7968,3.257,67.3441,12.7156
sozialistischen,7,29,8.1632,2.6365,67.118,13.7779
leo,6,13,9.0984,2.445,67.0379,14.2683
dreistigkeit,6,13,9.0984,2.445,67.0379,14.2683
tam,6,13,9.0984,2.445,67.0379,14.2683
ganze,13,462,5.0625,3.4977,66.4265,12.4634
bisher,10,166,6.1607,3.1181,66.3231,12.8046
ristliche,7,31,8.067,2.6359,66.058,13.6817
volke,11,250,5.7075,3.2532,65.9761,12.6263
adler,6,14,8.9914,2.4447,65.863,14.1614
pfennig,10,177,6.0682,3.1151,65.0194,12.712
frau,13,495,4.963,3.49,64.6632,12.3639
warenhäusern,7,34,7.9337,2.6349,64.6064,13.5484
handeln,8,68,7.1264,2.8082,64.1412,13.1264
central,6,16,8.7988,2.444,63.8177,13.9687
judengenossen,5,7,9.7284,2.2334,62.4347,14.3723
frey,4,2,11.2138,1.9992,62.1892,15.2138
weise,12,414,5.1053,3.3635,62.0134,12.2752
recht,15,887,4.3279,3.6801,61.804,12.1417
stellung,10,210,5.8215,3.1064,61.5636,12.4654
rathenau,6,19,8.5509,2.443,61.2939,13.7208
seit,12,435,5.0339,3.3584,60.844,12.2039
voll,10,219,5.761,3.104,60.7192,12.4048
alsberg,7,45,7.5293,2.6314,60.2991,13.144
hilfe,9,146,6.1939,2.959,60.109,12.5338
neun,7,46,7.4976,2.6311,59.9667,13.1123
lichen,9,148,6.1743,2.9585,59.8597,12.5142
sieht,10,235,5.6592,3.0997,59.3037,12.3031
gerson,6,22,8.3394,2.4419,59.2159,13.5093
tragen,9,154,6.117,2.9568,59.1322,12.4568
kampf,11,343,5.2512,3.2295,59.0395,12.1701
geschrieben,8,98,6.5991,2.7993,58.0354,12.5991
gen,12,493,4.8534,3.3443,57.8977,12.0233
liest,7,53,7.2933,2.6289,57.8397,12.908
propheten,5,10,9.2138,2.2323,56.9525,13.8577
gerade,11,379,5.1072,3.2204,56.87,12.0261
tägliches,4,4,10.2138,1.9983,56.644,14.2138
friedländer,4,4,10.2138,1.9983,56.644,14.2138
kaufpalästen,4,4,10.2138,1.9983,56.644,14.2138
schaufensterdeko,4,4,10.2138,1.9983,56.644,14.2138
kampforganisation,4,4,10.2138,1.9983,56.644,14.2138
restaurations,4,4,10.2138,1.9983,56.644,14.2138
verlangen,9,178,5.908,2.95,56.4919,12.2479
jeher,6,27,8.0439,2.4402,56.4021,13.2138
ristlichen,7,59,7.1385,2.627,56.2456,12.7533
verein,8,111,6.4194,2.7954,55.9836,12.4194
nennen,8,112,6.4065,2.7951,55.8364,12.4065
gewesene,5,11,9.0763,2.2319,55.659,13.7202
dienste,6,29,7.9408,2.4395,55.4403,13.1107
dafür,11,411,4.9903,3.2123,55.1151,11.9091
name,7,64,7.0212,2.6254,55.0449,12.6359
vereins,7,65,6.9988,2.6251,54.8168,12.6135
händen,7,66,6.9768,2.6247,54.5925,12.5915
müssen,14,936,4.1508,3.531,54.3947,11.7655
warenhaus,7,68,6.9337,2.6241,54.1544,12.5484
juda,7,68,6.9337,2.6241,54.1544,12.5484
sagen,12,581,4.6164,3.3229,54.0585,11.7863
deut,8,127,6.2252,2.7906,53.7799,12.2252
boykott,5,13,8.8353,2.2312,53.4973,13.4792
gegenüber,10,317,5.2274,3.0779,53.3421,11.8713
volkes,10,329,5.1738,3.0747,52.6074,11.8177
verkauft,7,77,6.7544,2.6212,52.3392,12.3691
hand,10,341,5.1221,3.0715,51.9001,11.766
bernhard,5,15,8.6289,2.2304,51.7285,13.2727
rituell,4,5,9.8919,1.9979,51.6417,13.8919
hartmann,4,5,9.8919,1.9979,51.6417,13.8919
polizeivizepräsident,4,5,9.8919,1.9979,51.6417,13.8919
kapital,7,81,6.6813,2.62,51.6035,12.2961
beiden,9,235,5.5072,2.934,51.4734,11.8471
judentum,7,83,6.6462,2.6193,51.25,12.2609
warum,10,354,5.0682,3.068,51.1627,11.712
zehntel,5,16,8.5358,2.23,50.9508,13.1796
anständigen,6,41,7.4412,2.4354,50.8923,12.6112
überall,8,152,5.9659,2.7832,50.8605,11.9659
antwort,8,154,5.9471,2.7826,50.6491,11.9471
geschäfts,6,42,7.4065,2.4351,50.5817,12.5764
gefängnis,7,94,6.4666,2.6158,49.4531,12.0813
kehrung,3,1,11.7988,1.7316,49.0735,14.9687
jadassohn,3,1,11.7988,1.7316,49.0735,14.9687
lesenöwerten,3,1,11.7988,1.7316,49.0735,14.9687
anreissermeihoden,3,1,11.7988,1.7316,49.0735,14.9687
mieler,3,1,11.7988,1.7316,49.0735,14.9687
lange,10,394,4.9137,3.0574,49.0595,11.5576
geschäftemacherei,4,6,9.6289,1.9975,49.0092,13.6289
kölner,5,19,8.2878,2.2289,48.9299,12.9317
jüdisch,6,48,7.2138,2.433,48.8716,12.3838
führung,7,99,6.3918,2.6142,48.7083,12.0065
selber,7,100,6.3773,2.6139,48.5641,11.992
genug,9,283,5.2391,2.9206,48.1486,11.579
arbeit,11,570,4.5185,3.1719,48.1035,11.4373
gericht,10,415,4.8388,3.0518,48.0432,11.4827
nannten,5,21,8.1434,2.2282,47.7813,12.7873
geben,10,426,4.8011,3.0488,47.5321,11.4449
sagt,9,299,5.1598,2.9161,47.1699,11.4996
lezten,8,192,5.6289,2.7713,47.0993,11.6289
spezifisch,4,7,9.4065,1.9971,47.0884,13.4065
singer,4,7,9.4065,1.9971,47.0884,13.4065
angerechnet,4,7,9.4065,1.9971,47.0884,13.4065
have,4,7,9.4065,1.9971,47.0884,13.4065
ferdinand,4,7,9.4065,1.9971,47.0884,13.4065
erfüllt,6,57,6.9659,2.4299,46.6961,12.1358
weizen,8,198,5.5845,2.7695,46.6066,11.5845
nennt,7,116,6.1632,2.6088,46.4424,11.7779
bietet,6,59,6.9162,2.4292,46.2626,12.0861
weiss,10,459,4.6934,3.0401,46.0781,11.3373
endes,6,60,6.8919,2.4289,46.0517,12.0618
genau,9,319,5.0663,2.9105,46.0207,11.4062
talmud,5,25,7.8919,2.2267,45.8206,12.5358
ergreift,4,8,9.2138,1.9966,45.5604,13.2138
vossische,4,8,9.2138,1.9966,45.5604,13.2138
gediegene,4,8,9.2138,1.9966,45.5604,13.2138
geschenken,4,8,9.2138,1.9966,45.5604,13.2138
araber,4,8,9.2138,1.9966,45.5604,13.2138
ausschliesslich,5,26,7.8353,2.2263,45.3857,12.4792
grosse,11,652,4.3245,3.1511,45.257,11.2434
dienst,7,129,6.01,2.6047,44.9328,11.6247
engels,3,2,10.7988,1.7311,44.9146,13.9687
arakteristisch,3,2,10.7988,1.7311,44.9146,13.9687
lassalle,3,2,10.7988,1.7311,44.9146,13.9687
stadthagen,3,2,10.7988,1.7311,44.9146,13.9687
ellenbogen,3,2,10.7988,1.7311,44.9146,13.9687
akzent,3,2,10.7988,1.7311,44.9146,13.9687
herrn,11,671,4.2831,3.1463,44.6516,11.202
schen,8,227,5.3873,2.7608,44.426,11.3873
ferner,7,134,5.9551,2.6031,44.3942,11.5698
vorgeht,4,9,9.0439,1.9962,44.2871,13.0439
geborene,4,9,9.0439,1.9962,44.2871,13.0439
akum,4,9,9.0439,1.9962,44.2871,13.0439
geworden,8,230,5.3683,2.76,44.2172,11.3683
erbe,5,29,7.6778,2.2251,44.1852,12.3216
machthaber,5,29,7.6778,2.2251,44.1852,12.3216
erich,5,29,7.6778,2.2251,44.1852,12.3216
amerika,6,73,6.609,2.4244,43.6064,11.7789
gerufen,5,31,7.5816,2.2244,43.459,12.2254
artikel,9,372,4.8446,2.8956,43.3062,11.1845
sche,6,75,6.57,2.4237,43.2715,11.7399
rosenfeld,4,10,8.8919,1.9958,43.1939,12.8919
verboten,6,76,6.5509,2.4234,43.1076,11.7208
betrug,6,78,6.5134,2.4227,42.7864,11.6833
nation,6,79,6.495,2.4223,42.6291,11.6649
sozialiomus,3,3,10.2138,1.7306,42.4818,13.3838
kassenstein,3,3,10.2138,1.7306,42.4818,13.3838
judenfreunden,3,3,10.2138,1.7306,42.4818,13.3838
koscheren,3,3,10.2138,1.7306,42.4818,13.3838
gestattete,3,3,10.2138,1.7306,42.4818,13.3838
heiland,3,3,10.2138,1.7306,42.4818,13.3838
sclesinger,3,3,10.2138,1.7306,42.4818,13.3838
siehest,3,3,10.2138,1.7306,42.4818,13.3838
rüstet,3,3,10.2138,1.7306,42.4818,13.3838
ammenmärchen,3,3,10.2138,1.7306,42.4818,13.3838
amtieren,3,3,10.2138,1.7306,42.4818,13.3838
heuti,3,3,10.2138,1.7306,42.4818,13.3838
pfarrer,5,34,7.4483,2.2233,42.4609,12.0922
feiern,5,34,7.4483,2.2233,42.4609,12.0922
bringt,7,155,5.7451,2.5964,42.34,11.3598
deutsch,7,155,5.7451,2.5964,42.34,11.3598
arier,4,11,8.7544,1.9954,42.2352,12.7544
levy,4,11,8.7544,1.9954,42.2352,12.7544
gespenst,4,11,8.7544,1.9954,42.2352,12.7544
aczel,4,11,8.7544,1.9954,42.2352,12.7544
erklärten,4,11,8.7544,1.9954,42.2352,12.7544
kommt,10,560,4.4065,3.0132,42.2301,11.0503
geschäftsmann,5,35,7.4065,2.2229,42.1494,12.0503
judentums,5,35,7.4065,2.2229,42.1494,12.0503
auffassung,6,84,6.4065,2.4206,41.8725,11.5764
preuss,5,36,7.3658,2.2225,41.8474,12.0097
jich,7,164,5.6636,2.5936,41.5471,11.2783
lieben,6,87,6.3559,2.4196,41.4409,11.5258
hirsch,4,12,8.6289,1.9949,41.3812,12.6289
schuf,4,12,8.6289,1.9949,41.3812,12.6289
fahren,6,88,6.3394,2.4192,41.3005,11.5093
folgen,7,167,5.6375,2.5926,41.2928,11.2522
starken,5,38,7.2878,2.2218,41.2699,11.9317
durc,8,283,5.0692,2.7442,40.9351,11.0692
allein,9,429,4.6389,2.8796,40.8064,10.9788
system,7,174,5.5782,2.5904,40.7176,11.193
erfindung,4,13,8.5134,1.9945,40.6109,12.5134
kultur,5,41,7.1782,2.2206,40.4624,11.8221
prof,5,42,7.1434,2.2203,40.2073,11.7873
frauen,7,183,5.5055,2.5875,40.0125,11.1202
hart,5,43,7.1095,2.2199,39.9587,11.7534
verluste,4,14,8.4065,1.9941,39.9093,12.4065
mädchen,6,100,6.1549,2.4151,39.7354,11.3249
weit,8,306,4.9564,2.7373,39.7062,10.9564
antrag,7,191,5.4438,2.585,39.4154,11.0585
enger,4,15,8.3069,1.9937,39.2651,12.3069
vorwiegend,4,15,8.3069,1.9937,39.2651,12.3069
erreicht,6,106,6.0709,2.4131,39.0251,11.2408
hohe,6,107,6.0573,2.4127,38.9108,11.2273
viele,8,322,4.8829,2.7326,38.9071,10.8829
sozialdemokratische,5,48,6.9508,2.218,38.8017,11.5947
sterben,5,48,6.9508,2.218,38.8017,11.5947
heraus,7,201,5.3701,2.5818,38.7047,10.9849
dahin,6,109,6.0306,2.412,38.6855,11.2005
konzerne,4,16,8.2138,1.9933,38.6695,12.2138
auh,5,50,6.8919,2.2172,38.3744,11.5358
prozent,8,338,4.813,2.7278,38.1485,10.813
haus,8,339,4.8087,2.7275,38.1023,10.8087
viktor,3,4,9.7988,1.7301,37.9848,12.9687
völkisch,3,4,9.7988,1.7301,37.9848,12.9687
volkswut,3,4,9.7988,1.7301,37.9848,12.9687
verleugnet,3,4,9.7988,1.7301,37.9848,12.9687
ministeriums,3,4,9.7988,1.7301,37.9848,12.9687
abzahlungsgeschäfte,3,4,9.7988,1.7301,37.9848,12.9687
grossen,9,512,4.3838,2.8563,37.7311,10.7236
urteil,7,217,5.2596,2.5767,37.6409,10.8744
grund,8,354,4.7462,2.723,37.4266,10.7462
stehen,8,355,4.7422,2.7227,37.3827,10.7422
lebenden,4,19,7.9659,1.992,37.1124,11.9659
wolff,4,19,7.9659,1.992,37.1124,11.9659
sinn,6,125,5.833,2.4065,37.025,11.0029
kauft,6,125,5.833,2.4065,37.025,11.0029
spricht,6,128,5.7988,2.4055,36.7385,10.9687
traurige,4,20,7.8919,1.9916,36.6549,11.8919
jahrgang,6,129,5.7876,2.4051,36.6445,10.9575
beweis,6,130,5.7764,2.4048,36.5513,10.9464
erkenntnis,5,60,6.6289,2.2135,36.4792,11.2727
märz,7,236,5.1385,2.5706,36.4791,10.7533
deutschlands,6,133,5.7435,2.4038,36.2762,10.9134
hristlichen,4,21,7.8215,1.9912,36.2223,11.8215
osnabrü,8,385,4.6251,2.7138,36.1208,10.6251
geschichte,6,135,5.722,2.4031,36.0963,10.8919
natürlich,7,245,5.0846,2.5678,35.9625,10.6993
teils,5,64,6.5358,2.212,35.813,11.1796
zeugnis,4,22,7.7544,1.9907,35.8122,11.7544
mitgewirkt,3,5,9.4769,1.7296,35.7551,12.6468
zielenziger,3,5,9.4769,1.7296,35.7551,12.6468
einern,3,5,9.4769,1.7296,35.7551,12.6468
argentinien,3,5,9.4769,1.7296,35.7551,12.6468
seeg,3,5,9.4769,1.7296,35.7551,12.6468
mitinhaber,3,5,9.4769,1.7296,35.7551,12.6468
bürge,3,5,9.4769,1.7296,35.7551,12.6468
ostens,3,5,9.4769,1.7296,35.7551,12.6468
lande,6,139,5.6799,2.4017,35.7447,10.8498
darf,7,249,5.0612,2.5665,35.7392,10.6759
internationalen,5,65,6.5134,2.2116,35.6533,11.1573
gemacht,8,400,4.57,2.7093,35.5281,10.57
religion,5,66,6.4914,2.2112,35.4962,11.1352
seele,5,66,6.4914,2.2112,35.4962,11.1352
geleitet,4,23,7.6903,1.9903,35.4223,11.6903
ärzte,4,23,7.6903,1.9903,35.4223,11.6903
buch,6,143,5.6389,2.4003,35.4035,10.8089
hätten,7,257,5.0156,2.564,35.3037,10.6303
stresemann,5,68,6.4483,2.2105,35.1893,11.0922
oktober,6,147,5.5991,2.399,35.0721,10.7691
liches,4,24,7.6289,1.9899,35.0507,11.6289
simoneit,6,148,5.5893,2.3986,34.9908,10.7593
eintritt,5,70,6.4065,2.2097,34.8918,11.0503
räumen,4,25,7.57,1.9895,34.6959,11.57
haven,4,25,7.57,1.9895,34.6959,11.57
moses,4,25,7.57,1.9895,34.6959,11.57
mosbach,4,25,7.57,1.9895,34.6959,11.57
sog,5,73,6.3459,2.2086,34.4618,10.9898
nichtjuden,4,26,7.5134,1.9891,34.3562,11.5134
kapitals,4,26,7.5134,1.9891,34.3562,11.5134
bereits,7,279,4.8971,2.557,34.1755,10.5118
besik,3,6,9.2138,1.7291,34.1691,12.3838
centralverein,3,6,9.2138,1.7291,34.1691,12.3838
goi,3,6,9.2138,1.7291,34.1691,12.3838
falk,3,6,9.2138,1.7291,34.1691,12.3838
kuper,3,6,9.2138,1.7291,34.1691,12.3838
dreisten,3,6,9.2138,1.7291,34.1691,12.3838
zuhälter,3,6,9.2138,1.7291,34.1691,12.3838
zweite,5,76,6.2878,2.2074,34.0499,10.9317
gefallenen,4,27,7.4589,1.9886,34.0306,11.4589
sozialisten,4,27,7.4589,1.9886,34.0306,11.4589
galt,4,27,7.4589,1.9886,34.0306,11.4589
genossen,6,161,5.4679,2.3941,33.9821,10.6378
millionen,9,644,4.0528,2.8192,33.7913,10.3927
christlichen,4,28,7.4065,1.9882,33.7179,11.4065
walter,4,28,7.4065,1.9882,33.7179,11.4065
hiesigen,6,167,5.4151,2.3921,33.5449,10.585
kauf,5,80,6.2138,2.2059,33.5265,10.8577
georg,4,29,7.3559,1.9878,33.4171,11.3559
gemeine,4,29,7.3559,1.9878,33.4171,11.3559
jahrhundert,4,30,7.3069,1.9874,33.1273,11.3069
statistik,4,30,7.3069,1.9874,33.1273,11.3069
unternehmungen,4,30,7.3069,1.9874,33.1273,11.3069
heutigen,6,173,5.3642,2.39,33.1238,10.5341
lässt,7,304,4.7733,2.549,33.0014,10.388
usw,8,472,4.3312,2.6879,32.9761,10.3312
kommunismus,3,7,8.9914,1.7286,32.9278,12.1614
grosskapital,3,7,8.9914,1.7286,32.9278,12.1614
komödie,3,7,8.9914,1.7286,32.9278,12.1614
kloz,3,7,8.9914,1.7286,32.9278,12.1614
intellektuellen,3,7,8.9914,1.7286,32.9278,12.1614
stets,6,176,5.3394,2.389,32.9189,10.5093
kunst,5,85,6.1264,2.2041,32.9095,10.7702
vaterland,5,85,6.1264,2.2041,32.9095,10.7702
fast,7,312,4.7358,2.5465,32.647,10.3505
prozess,6,181,5.299,2.3873,32.5853,10.4689
ausstellung,4,32,7.2138,1.9865,32.5778,11.2138
dar,5,88,6.0763,2.2029,32.5573,10.7202
darin,6,182,5.291,2.3869,32.5198,10.4609
sollen,7,315,4.722,2.5455,32.5165,10.3367
gemeinde,5,90,6.0439,2.2022,32.3293,10.6878
gebt,4,33,7.1694,1.9861,32.3168,11.1694
kommen,8,494,4.2655,2.6814,32.2781,10.2655
film,5,91,6.028,2.2018,32.2174,10.6718
amt,6,188,5.2442,2.3849,32.1342,10.4141
wollten,5,92,6.0122,2.2014,32.1067,10.6561
redet,4,34,7.1264,1.9857,32.0642,11.1264
juni,5,93,5.9966,2.201,31.9972,10.6405
reihe,5,93,5.9966,2.201,31.9972,10.6405
asphaltpresse,3,8,8.7988,1.7282,31.9052,11.9687
blutschande,3,8,8.7988,1.7282,31.9052,11.9687
antisemitischen,3,8,8.7988,1.7282,31.9052,11.9687
zentrums,5,94,5.9812,2.2007,31.889,10.625
holen,4,35,7.0846,1.9853,31.8194,11.0846
richtig,6,194,5.1989,2.3828,31.7612,10.3688
noh,7,333,4.6418,2.5398,31.7602,10.2565
nehmen,7,337,4.6246,2.5385,31.598,10.2393
all,6,199,5.1622,2.3811,31.4595,10.3321
