Dateiname,Topic_ID,Wahrscheinlichkeit
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
01. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
01. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
02. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
03. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp15_de,0.045
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp89_de,0.045
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp58_de,0.045
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp26_de,0.027
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp11_de,0.027
04. Ausgabe 1931.txt,tm-de-all-v2.0_tp85_de,0.027
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
05. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp15_de,0.045
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp89_de,0.045
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp58_de,0.045
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp26_de,0.027
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp11_de,0.027
05. Ausgabe 1931.txt,tm-de-all-v2.0_tp85_de,0.027
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
06. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
06. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
07. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
07. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
08. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
08. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
08. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
09. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp15_de,0.045
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp89_de,0.045
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp58_de,0.045
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp26_de,0.027
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp11_de,0.027
09. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp85_de,0.027
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
09. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
10. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp15_de,0.045
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp89_de,0.045
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp58_de,0.045
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp26_de,0.027
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp11_de,0.027
10. Ausgabe 1931.txt,tm-de-all-v2.0_tp85_de,0.027
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
11. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
11. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
12. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
12. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
13. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
13. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
14. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
14. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp15_de,0.045
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp89_de,0.045
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp58_de,0.045
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp26_de,0.027
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp11_de,0.027
15. Ausgabe 1930-2.txt,tm-de-all-v2.0_tp85_de,0.027
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp15_de,0.045
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp89_de,0.045
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp58_de,0.045
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp26_de,0.027
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp11_de,0.027
15. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp85_de,0.027
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp15_de,0.045
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp89_de,0.045
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp58_de,0.045
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp26_de,0.027
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp11_de,0.027
16. Ausgabe 1929 OCR korrekt.txt,tm-de-all-v2.0_tp85_de,0.027
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
16. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp15_de,0.045
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp89_de,0.045
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp58_de,0.045
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp26_de,0.027
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp11_de,0.027
16. Ausgabe 1931-2.txt,tm-de-all-v2.0_tp85_de,0.027
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp15_de,0.045
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp89_de,0.045
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp58_de,0.045
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp26_de,0.027
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp11_de,0.027
16. Ausgabe OCR korrekt.txt,tm-de-all-v2.0_tp85_de,0.027
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
17. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
17. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp15_de,0.045
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp89_de,0.045
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp58_de,0.045
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp26_de,0.027
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp11_de,0.027
18. Ausgabe 1930-1.txt,tm-de-all-v2.0_tp85_de,0.027
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp15_de,0.045
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp89_de,0.045
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp58_de,0.045
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp26_de,0.027
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp11_de,0.027
18. Ausgabe 1931.txt,tm-de-all-v2.0_tp85_de,0.027
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
19. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
20. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
20. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
21. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
21. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
22. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
22. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp85_de,0.027
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp15_de,0.045
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp89_de,0.045
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp58_de,0.045
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp26_de,0.027
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp11_de,0.027
23. Ausgabe 1930.txt,tm-de-all-v2.0_tp85_de,0.027
23. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp15_de,0.045
23. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp89_de,0.045
23. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp58_de,0.045
23. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp26_de,0.027
23. Ausgabe 1931-1.txt,tm-de-all-v2.0_tp11_de,0.027
